stringId_A	stringId_B	score
9606.ENSP00000316779	9606.ENSP00000320117	0.859
9606.ENSP00000316779	9606.ENSP00000360798	0.856
9606.ENSP00000316779	9606.ENSP00000369981	0.855
9606.ENSP00000316779	9606.ENSP00000429344	0.853
9606.ENSP00000316779	9606.ENSP00000320543	0.853
9606.ENSP00000316779	9606.ENSP00000268933	0.849
9606.ENSP00000316779	9606.ENSP00000376024	0.837
9606.ENSP00000316779	9606.ENSP00000284981	0.834
9606.ENSP00000316779	9606.ENSP00000359423	0.834
9606.ENSP00000316779	9606.ENSP00000263094	0.824
9606.ENSP00000316779	9606.ENSP00000400459	0.812
9606.ENSP00000316779	9606.ENSP00000473001	0.805
9606.ENSP00000316779	9606.ENSP00000365437	0.803
9606.ENSP00000316779	9606.ENSP00000260197	0.798
9606.ENSP00000316779	9606.ENSP00000352264	0.797
9606.ENSP00000316779	9606.ENSP00000360472	0.794
9606.ENSP00000316779	9606.ENSP00000226193	0.789
9606.ENSP00000316779	9606.ENSP00000479322	0.779
9606.ENSP00000316779	9606.ENSP00000331504	0.775
9606.ENSP00000316779	9606.ENSP00000354778	0.766
9606.ENSP00000316779	9606.ENSP00000435844	0.764
9606.ENSP00000316779	9606.ENSP00000351926	0.762
9606.ENSP00000316779	9606.ENSP00000271234	0.752
9606.ENSP00000316779	9606.ENSP00000483185	0.751
9606.ENSP00000316779	9606.ENSP00000479919	0.733
9606.ENSP00000316779	9606.ENSP00000435509	0.729
9606.ENSP00000316779	9606.ENSP00000261889	0.725
9606.ENSP00000316779	9606.ENSP00000275815	0.719
9606.ENSP00000316779	9606.ENSP00000362680	0.712
9606.ENSP00000316779	9606.ENSP00000263559	0.711
9606.ENSP00000316779	9606.ENSP00000421339	0.71
9606.ENSP00000316779	9606.ENSP00000499123	0.708
9606.ENSP00000316779	9606.ENSP00000479153	0.708
9606.ENSP00000316779	9606.ENSP00000345229	0.706
9606.ENSP00000316779	9606.ENSP00000353462	0.705
9606.ENSP00000316779	9606.ENSP00000361634	0.703
9606.ENSP00000315130	9606.ENSP00000252486	0.999
9606.ENSP00000315130	9606.ENSP00000236850	0.998
9606.ENSP00000315130	9606.ENSP00000284981	0.998
9606.ENSP00000315130	9606.ENSP00000222381	0.996
9606.ENSP00000315130	9606.ENSP00000496870	0.994
9606.ENSP00000315130	9606.ENSP00000231751	0.993
9606.ENSP00000315130	9606.ENSP00000362205	0.985
9606.ENSP00000315130	9606.ENSP00000350425	0.976
9606.ENSP00000315130	9606.ENSP00000352257	0.973
9606.ENSP00000315130	9606.ENSP00000465356	0.969
9606.ENSP00000315130	9606.ENSP00000356969	0.967
9606.ENSP00000315130	9606.ENSP00000226218	0.962
9606.ENSP00000315130	9606.ENSP00000466775	0.955
9606.ENSP00000315130	9606.ENSP00000316779	0.955
9606.ENSP00000315130	9606.ENSP00000345179	0.939
9606.ENSP00000315130	9606.ENSP00000371532	0.938
9606.ENSP00000315130	9606.ENSP00000365081	0.927
9606.ENSP00000315130	9606.ENSP00000377015	0.923
9606.ENSP00000315130	9606.ENSP00000317674	0.923
9606.ENSP00000315130	9606.ENSP00000227667	0.921
9606.ENSP00000315130	9606.ENSP00000205948	0.911
9606.ENSP00000315130	9606.ENSP00000361867	0.9
9606.ENSP00000315130	9606.ENSP00000312652	0.899
9606.ENSP00000315130	9606.ENSP00000303634	0.899
9606.ENSP00000315130	9606.ENSP00000416066	0.896
9606.ENSP00000315130	9606.ENSP00000323929	0.896
9606.ENSP00000315130	9606.ENSP00000417138	0.894
9606.ENSP00000315130	9606.ENSP00000381250	0.891
9606.ENSP00000315130	9606.ENSP00000264005	0.891
9606.ENSP00000315130	9606.ENSP00000200676	0.887
9606.ENSP00000315130	9606.ENSP00000293288	0.886
9606.ENSP00000315130	9606.ENSP00000237014	0.885
9606.ENSP00000315130	9606.ENSP00000324173	0.874
9606.ENSP00000315130	9606.ENSP00000445002	0.872
9606.ENSP00000315130	9606.ENSP00000233242	0.865
9606.ENSP00000315130	9606.ENSP00000260197	0.862
9606.ENSP00000315130	9606.ENSP00000500990	0.861
9606.ENSP00000315130	9606.ENSP00000259396	0.854
9606.ENSP00000315130	9606.ENSP00000441828	0.851
9606.ENSP00000315130	9606.ENSP00000322061	0.847
9606.ENSP00000315130	9606.ENSP00000274793	0.842
9606.ENSP00000315130	9606.ENSP00000295897	0.831
9606.ENSP00000315130	9606.ENSP00000387654	0.817
9606.ENSP00000315130	9606.ENSP00000468236	0.816
9606.ENSP00000315130	9606.ENSP00000263094	0.81
9606.ENSP00000315130	9606.ENSP00000499123	0.809
9606.ENSP00000315130	9606.ENSP00000321334	0.806
9606.ENSP00000315130	9606.ENSP00000351807	0.804
9606.ENSP00000315130	9606.ENSP00000348170	0.804
9606.ENSP00000315130	9606.ENSP00000245907	0.803
9606.ENSP00000315130	9606.ENSP00000346839	0.802
9606.ENSP00000315130	9606.ENSP00000352882	0.802
9606.ENSP00000315130	9606.ENSP00000352264	0.8
9606.ENSP00000315130	9606.ENSP00000263408	0.797
9606.ENSP00000315130	9606.ENSP00000264613	0.794
9606.ENSP00000315130	9606.ENSP00000262262	0.79
9606.ENSP00000315130	9606.ENSP00000497642	0.773
9606.ENSP00000315130	9606.ENSP00000360281	0.77
9606.ENSP00000315130	9606.ENSP00000381448	0.766
9606.ENSP00000315130	9606.ENSP00000308236	0.766
9606.ENSP00000315130	9606.ENSP00000226574	0.761
9606.ENSP00000315130	9606.ENSP00000361746	0.753
9606.ENSP00000315130	9606.ENSP00000365230	0.745
9606.ENSP00000315130	9606.ENSP00000221930	0.745
9606.ENSP00000315130	9606.ENSP00000421725	0.745
9606.ENSP00000315130	9606.ENSP00000265983	0.743
9606.ENSP00000315130	9606.ENSP00000421736	0.741
9606.ENSP00000315130	9606.ENSP00000385035	0.74
9606.ENSP00000315130	9606.ENSP00000265627	0.734
9606.ENSP00000315130	9606.ENSP00000486361	0.733
9606.ENSP00000315130	9606.ENSP00000498879	0.733
9606.ENSP00000315130	9606.ENSP00000381282	0.732
9606.ENSP00000315130	9606.ENSP00000378517	0.73
9606.ENSP00000315130	9606.ENSP00000278407	0.721
9606.ENSP00000315130	9606.ENSP00000384906	0.72
9606.ENSP00000315130	9606.ENSP00000356563	0.72
9606.ENSP00000315130	9606.ENSP00000361405	0.718
9606.ENSP00000315130	9606.ENSP00000247153	0.717
9606.ENSP00000315130	9606.ENSP00000243077	0.715
9606.ENSP00000315130	9606.ENSP00000435844	0.714
9606.ENSP00000315130	9606.ENSP00000278222	0.706
9606.ENSP00000315130	9606.ENSP00000436126	0.705
9606.ENSP00000315130	9606.ENSP00000261978	0.704
9606.ENSP00000315130	9606.ENSP00000261921	0.702
9606.ENSP00000377015	9606.ENSP00000429824	0.982
9606.ENSP00000377015	9606.ENSP00000479606	0.971
9606.ENSP00000377015	9606.ENSP00000478771	0.95
9606.ENSP00000377015	9606.ENSP00000441543	0.949
9606.ENSP00000377015	9606.ENSP00000272317	0.949
9606.ENSP00000377015	9606.ENSP00000320543	0.947
9606.ENSP00000377015	9606.ENSP00000351926	0.947
9606.ENSP00000377015	9606.ENSP00000388107	0.947
9606.ENSP00000377015	9606.ENSP00000360798	0.946
9606.ENSP00000377015	9606.ENSP00000268933	0.944
9606.ENSP00000377015	9606.ENSP00000403362	0.935
9606.ENSP00000377015	9606.ENSP00000253083	0.927
9606.ENSP00000377015	9606.ENSP00000315130	0.923
9606.ENSP00000377015	9606.ENSP00000242285	0.922
9606.ENSP00000377015	9606.ENSP00000307411	0.922
9606.ENSP00000377015	9606.ENSP00000309415	0.919
9606.ENSP00000377015	9606.ENSP00000441158	0.915
9606.ENSP00000377015	9606.ENSP00000483185	0.908
9606.ENSP00000377015	9606.ENSP00000265970	0.9
9606.ENSP00000377015	9606.ENSP00000316779	0.892
9606.ENSP00000377015	9606.ENSP00000327694	0.876
9606.ENSP00000377015	9606.ENSP00000263094	0.872
9606.ENSP00000377015	9606.ENSP00000313391	0.868
9606.ENSP00000377015	9606.ENSP00000352264	0.865
9606.ENSP00000377015	9606.ENSP00000393776	0.852
9606.ENSP00000377015	9606.ENSP00000334836	0.85
9606.ENSP00000377015	9606.ENSP00000275815	0.846
9606.ENSP00000377015	9606.ENSP00000314499	0.842
9606.ENSP00000377015	9606.ENSP00000473001	0.84
9606.ENSP00000377015	9606.ENSP00000260197	0.838
9606.ENSP00000377015	9606.ENSP00000393313	0.836
9606.ENSP00000377015	9606.ENSP00000284981	0.82
9606.ENSP00000377015	9606.ENSP00000342858	0.802
9606.ENSP00000377015	9606.ENSP00000450857	0.802
9606.ENSP00000377015	9606.ENSP00000483453	0.795
9606.ENSP00000377015	9606.ENSP00000435844	0.79
9606.ENSP00000377015	9606.ENSP00000470176	0.777
9606.ENSP00000377015	9606.ENSP00000360108	0.775
9606.ENSP00000377015	9606.ENSP00000499123	0.774
9606.ENSP00000377015	9606.ENSP00000252486	0.773
9606.ENSP00000377015	9606.ENSP00000326366	0.765
9606.ENSP00000377015	9606.ENSP00000370719	0.763
9606.ENSP00000377015	9606.ENSP00000360076	0.759
9606.ENSP00000377015	9606.ENSP00000391942	0.758
9606.ENSP00000377015	9606.ENSP00000262262	0.756
9606.ENSP00000377015	9606.ENSP00000406209	0.755
9606.ENSP00000377015	9606.ENSP00000409667	0.753
9606.ENSP00000377015	9606.ENSP00000340820	0.744
9606.ENSP00000377015	9606.ENSP00000054666	0.737
9606.ENSP00000377015	9606.ENSP00000418572	0.732
9606.ENSP00000377015	9606.ENSP00000355747	0.732
9606.ENSP00000377015	9606.ENSP00000238855	0.729
9606.ENSP00000377015	9606.ENSP00000353462	0.728
9606.ENSP00000377015	9606.ENSP00000369981	0.727
9606.ENSP00000377015	9606.ENSP00000361803	0.726
9606.ENSP00000377015	9606.ENSP00000336666	0.725
9606.ENSP00000377015	9606.ENSP00000371085	0.724
9606.ENSP00000377015	9606.ENSP00000379256	0.72
9606.ENSP00000377015	9606.ENSP00000345055	0.72
9606.ENSP00000377015	9606.ENSP00000347244	0.719
9606.ENSP00000377015	9606.ENSP00000381109	0.718
9606.ENSP00000377015	9606.ENSP00000373312	0.714
9606.ENSP00000377015	9606.ENSP00000364114	0.714
9606.ENSP00000377015	9606.ENSP00000360992	0.71
9606.ENSP00000263094	9606.ENSP00000236850	0.992
9606.ENSP00000263094	9606.ENSP00000439601	0.886
9606.ENSP00000263094	9606.ENSP00000352264	0.883
9606.ENSP00000263094	9606.ENSP00000377015	0.872
9606.ENSP00000263094	9606.ENSP00000260197	0.841
9606.ENSP00000263094	9606.ENSP00000316779	0.824
9606.ENSP00000263094	9606.ENSP00000499123	0.823
9606.ENSP00000263094	9606.ENSP00000435844	0.811
9606.ENSP00000263094	9606.ENSP00000315130	0.81
9606.ENSP00000263094	9606.ENSP00000355747	0.803
9606.ENSP00000263094	9606.ENSP00000275815	0.78
9606.ENSP00000263094	9606.ENSP00000362205	0.775
9606.ENSP00000263094	9606.ENSP00000252486	0.774
9606.ENSP00000263094	9606.ENSP00000262262	0.767
9606.ENSP00000263094	9606.ENSP00000381109	0.764
9606.ENSP00000263094	9606.ENSP00000296149	0.761
9606.ENSP00000263094	9606.ENSP00000199447	0.73
9606.ENSP00000263094	9606.ENSP00000353462	0.727
9606.ENSP00000263094	9606.ENSP00000431840	0.726
9606.ENSP00000263094	9606.ENSP00000300182	0.72
9606.ENSP00000263094	9606.ENSP00000338648	0.713
9606.ENSP00000260197	9606.ENSP00000284981	0.999
9606.ENSP00000260197	9606.ENSP00000252486	0.997
9606.ENSP00000260197	9606.ENSP00000371175	0.986
9606.ENSP00000260197	9606.ENSP00000311962	0.951
9606.ENSP00000260197	9606.ENSP00000263559	0.946
9606.ENSP00000260197	9606.ENSP00000497444	0.911
9606.ENSP00000260197	9606.ENSP00000299138	0.877
9606.ENSP00000260197	9606.ENSP00000315130	0.862
9606.ENSP00000260197	9606.ENSP00000256010	0.852
9606.ENSP00000260197	9606.ENSP00000263094	0.841
9606.ENSP00000260197	9606.ENSP00000385451	0.84
9606.ENSP00000260197	9606.ENSP00000377015	0.838
9606.ENSP00000260197	9606.ENSP00000262262	0.809
9606.ENSP00000260197	9606.ENSP00000453153	0.807
9606.ENSP00000260197	9606.ENSP00000316779	0.798
9606.ENSP00000260197	9606.ENSP00000316454	0.795
9606.ENSP00000260197	9606.ENSP00000400333	0.788
9606.ENSP00000260197	9606.ENSP00000326366	0.784
9606.ENSP00000260197	9606.ENSP00000355747	0.778
9606.ENSP00000260197	9606.ENSP00000256637	0.765
9606.ENSP00000260197	9606.ENSP00000352264	0.747
9606.ENSP00000260197	9606.ENSP00000353462	0.742
9606.ENSP00000260197	9606.ENSP00000318585	0.737
9606.ENSP00000260197	9606.ENSP00000199447	0.734
9606.ENSP00000260197	9606.ENSP00000340874	0.729
9606.ENSP00000260197	9606.ENSP00000362205	0.727
9606.ENSP00000260197	9606.ENSP00000381109	0.72
9606.ENSP00000356016	9606.ENSP00000396688	0.999
9606.ENSP00000356016	9606.ENSP00000415941	0.999
9606.ENSP00000356016	9606.ENSP00000245907	0.999
9606.ENSP00000356016	9606.ENSP00000363079	0.925
9606.ENSP00000356016	9606.ENSP00000378131	0.905
9606.ENSP00000356016	9606.ENSP00000498879	0.824
9606.ENSP00000356016	9606.ENSP00000313875	0.82
9606.ENSP00000356016	9606.ENSP00000291744	0.803
9606.ENSP00000356016	9606.ENSP00000296280	0.795
9606.ENSP00000356016	9606.ENSP00000416561	0.795
9606.ENSP00000356016	9606.ENSP00000270879	0.791
9606.ENSP00000356016	9606.ENSP00000271450	0.791
9606.ENSP00000356016	9606.ENSP00000496959	0.78
9606.ENSP00000356016	9606.ENSP00000313419	0.766
9606.ENSP00000356016	9606.ENSP00000347197	0.765
9606.ENSP00000356016	9606.ENSP00000351497	0.765
9606.ENSP00000356016	9606.ENSP00000300305	0.761
9606.ENSP00000356016	9606.ENSP00000433642	0.752
9606.ENSP00000356016	9606.ENSP00000415151	0.75
9606.ENSP00000356016	9606.ENSP00000244336	0.748
9606.ENSP00000356016	9606.ENSP00000356946	0.744
9606.ENSP00000356016	9606.ENSP00000454623	0.742
9606.ENSP00000356016	9606.ENSP00000360871	0.715
9606.ENSP00000356016	9606.ENSP00000411355	0.704
9606.ENSP00000262262	9606.ENSP00000356946	0.974
9606.ENSP00000262262	9606.ENSP00000433642	0.96
9606.ENSP00000262262	9606.ENSP00000362205	0.954
9606.ENSP00000262262	9606.ENSP00000300060	0.953
9606.ENSP00000262262	9606.ENSP00000310036	0.951
9606.ENSP00000262262	9606.ENSP00000288135	0.898
9606.ENSP00000262262	9606.ENSP00000262629	0.897
9606.ENSP00000262262	9606.ENSP00000313419	0.881
9606.ENSP00000262262	9606.ENSP00000312027	0.88
9606.ENSP00000262262	9606.ENSP00000351602	0.88
9606.ENSP00000262262	9606.ENSP00000011653	0.869
9606.ENSP00000262262	9606.ENSP00000480132	0.865
9606.ENSP00000262262	9606.ENSP00000489597	0.863
9606.ENSP00000262262	9606.ENSP00000496959	0.85
9606.ENSP00000262262	9606.ENSP00000263932	0.831
9606.ENSP00000262262	9606.ENSP00000226279	0.823
9606.ENSP00000262262	9606.ENSP00000327890	0.819
9606.ENSP00000262262	9606.ENSP00000411355	0.819
9606.ENSP00000262262	9606.ENSP00000499123	0.818
9606.ENSP00000262262	9606.ENSP00000252486	0.813
9606.ENSP00000262262	9606.ENSP00000347916	0.813
9606.ENSP00000262262	9606.ENSP00000260197	0.809
9606.ENSP00000262262	9606.ENSP00000296545	0.807
9606.ENSP00000262262	9606.ENSP00000438406	0.795
9606.ENSP00000262262	9606.ENSP00000391592	0.792
9606.ENSP00000262262	9606.ENSP00000315130	0.79
9606.ENSP00000262262	9606.ENSP00000418525	0.778
9606.ENSP00000262262	9606.ENSP00000358490	0.77
9606.ENSP00000262262	9606.ENSP00000263094	0.767
9606.ENSP00000262262	9606.ENSP00000435844	0.766
9606.ENSP00000262262	9606.ENSP00000377015	0.756
9606.ENSP00000262262	9606.ENSP00000252229	0.756
9606.ENSP00000262262	9606.ENSP00000332723	0.753
9606.ENSP00000262262	9606.ENSP00000312652	0.752
9606.ENSP00000262262	9606.ENSP00000342681	0.751
9606.ENSP00000262262	9606.ENSP00000225275	0.751
9606.ENSP00000262262	9606.ENSP00000264982	0.751
9606.ENSP00000262262	9606.ENSP00000358165	0.747
9606.ENSP00000262262	9606.ENSP00000354782	0.738
9606.ENSP00000262262	9606.ENSP00000312002	0.738
9606.ENSP00000262262	9606.ENSP00000226730	0.737
9606.ENSP00000262262	9606.ENSP00000264033	0.736
9606.ENSP00000262262	9606.ENSP00000415743	0.732
9606.ENSP00000262262	9606.ENSP00000241453	0.73
9606.ENSP00000262262	9606.ENSP00000386559	0.72
9606.ENSP00000262262	9606.ENSP00000250092	0.714
9606.ENSP00000262262	9606.ENSP00000244336	0.712
9606.ENSP00000262262	9606.ENSP00000352264	0.712
9606.ENSP00000262262	9606.ENSP00000454623	0.711
9606.ENSP00000262262	9606.ENSP00000264896	0.707
9606.ENSP00000262262	9606.ENSP00000261693	0.702
9606.ENSP00000482457	9606.ENSP00000224337	0.999
9606.ENSP00000482457	9606.ENSP00000364898	0.999
9606.ENSP00000482457	9606.ENSP00000483570	0.999
9606.ENSP00000482457	9606.ENSP00000046794	0.998
9606.ENSP00000482457	9606.ENSP00000472929	0.998
9606.ENSP00000482457	9606.ENSP00000275493	0.993
9606.ENSP00000482457	9606.ENSP00000269571	0.979
9606.ENSP00000482457	9606.ENSP00000428056	0.979
9606.ENSP00000482457	9606.ENSP00000362680	0.975
9606.ENSP00000482457	9606.ENSP00000366563	0.974
9606.ENSP00000482457	9606.ENSP00000496129	0.973
9606.ENSP00000482457	9606.ENSP00000424846	0.97
9606.ENSP00000482457	9606.ENSP00000249071	0.967
9606.ENSP00000482457	9606.ENSP00000244007	0.964
9606.ENSP00000482457	9606.ENSP00000306253	0.962
9606.ENSP00000482457	9606.ENSP00000423602	0.962
9606.ENSP00000482457	9606.ENSP00000428924	0.961
9606.ENSP00000482457	9606.ENSP00000370744	0.958
9606.ENSP00000482457	9606.ENSP00000354952	0.954
9606.ENSP00000482457	9606.ENSP00000264832	0.952
9606.ENSP00000482457	9606.ENSP00000408695	0.949
9606.ENSP00000482457	9606.ENSP00000363435	0.949
9606.ENSP00000482457	9606.ENSP00000246551	0.945
9606.ENSP00000482457	9606.ENSP00000478289	0.945
9606.ENSP00000482457	9606.ENSP00000359073	0.941
9606.ENSP00000482457	9606.ENSP00000331602	0.94
9606.ENSP00000482457	9606.ENSP00000342235	0.938
9606.ENSP00000482457	9606.ENSP00000501150	0.938
9606.ENSP00000482457	9606.ENSP00000356436	0.936
9606.ENSP00000482457	9606.ENSP00000346671	0.936
9606.ENSP00000482457	9606.ENSP00000489597	0.934
9606.ENSP00000482457	9606.ENSP00000267101	0.933
9606.ENSP00000482457	9606.ENSP00000385886	0.933
9606.ENSP00000482457	9606.ENSP00000360916	0.932
9606.ENSP00000482457	9606.ENSP00000361021	0.931
9606.ENSP00000482457	9606.ENSP00000291295	0.931
9606.ENSP00000482457	9606.ENSP00000289902	0.931
9606.ENSP00000482457	9606.ENSP00000315299	0.93
9606.ENSP00000482457	9606.ENSP00000369689	0.93
9606.ENSP00000482457	9606.ENSP00000401303	0.93
9606.ENSP00000482457	9606.ENSP00000263967	0.928
9606.ENSP00000482457	9606.ENSP00000371067	0.928
9606.ENSP00000482457	9606.ENSP00000286548	0.927
9606.ENSP00000482457	9606.ENSP00000304643	0.927
9606.ENSP00000482457	9606.ENSP00000419081	0.927
9606.ENSP00000482457	9606.ENSP00000393312	0.92
9606.ENSP00000482457	9606.ENSP00000370912	0.919
9606.ENSP00000482457	9606.ENSP00000301178	0.918
9606.ENSP00000482457	9606.ENSP00000263923	0.918
9606.ENSP00000482457	9606.ENSP00000261799	0.917
9606.ENSP00000482457	9606.ENSP00000378845	0.916
9606.ENSP00000482457	9606.ENSP00000317272	0.916
9606.ENSP00000482457	9606.ENSP00000339824	0.916
9606.ENSP00000482457	9606.ENSP00000357583	0.916
9606.ENSP00000482457	9606.ENSP00000282356	0.915
9606.ENSP00000482457	9606.ENSP00000373700	0.915
9606.ENSP00000482457	9606.ENSP00000378306	0.914
9606.ENSP00000482457	9606.ENSP00000257290	0.913
9606.ENSP00000482457	9606.ENSP00000472546	0.912
9606.ENSP00000482457	9606.ENSP00000354207	0.912
9606.ENSP00000482457	9606.ENSP00000378323	0.912
9606.ENSP00000482457	9606.ENSP00000376123	0.912
9606.ENSP00000482457	9606.ENSP00000410294	0.911
9606.ENSP00000482457	9606.ENSP00000363046	0.911
9606.ENSP00000482457	9606.ENSP00000222254	0.91
9606.ENSP00000482457	9606.ENSP00000497069	0.91
9606.ENSP00000482457	9606.ENSP00000264380	0.91
9606.ENSP00000482457	9606.ENSP00000357470	0.91
9606.ENSP00000482457	9606.ENSP00000382434	0.91
9606.ENSP00000482457	9606.ENSP00000262741	0.909
9606.ENSP00000482457	9606.ENSP00000297494	0.909
9606.ENSP00000482457	9606.ENSP00000396045	0.908
9606.ENSP00000482457	9606.ENSP00000431418	0.908
9606.ENSP00000482457	9606.ENSP00000380878	0.907
9606.ENSP00000482457	9606.ENSP00000277120	0.907
9606.ENSP00000482457	9606.ENSP00000078429	0.906
9606.ENSP00000482457	9606.ENSP00000359423	0.905
9606.ENSP00000482457	9606.ENSP00000234310	0.905
9606.ENSP00000482457	9606.ENSP00000500386	0.905
9606.ENSP00000482457	9606.ENSP00000380442	0.905
9606.ENSP00000482457	9606.ENSP00000379098	0.904
9606.ENSP00000482457	9606.ENSP00000219789	0.903
9606.ENSP00000482457	9606.ENSP00000497527	0.902
9606.ENSP00000482457	9606.ENSP00000290472	0.902
9606.ENSP00000482457	9606.ENSP00000498330	0.9
9606.ENSP00000482457	9606.ENSP00000371886	0.9
9606.ENSP00000482457	9606.ENSP00000361064	0.9
9606.ENSP00000482457	9606.ENSP00000263431	0.9
9606.ENSP00000482457	9606.ENSP00000320663	0.9
9606.ENSP00000482457	9606.ENSP00000389140	0.9
9606.ENSP00000482457	9606.ENSP00000376142	0.9
9606.ENSP00000482457	9606.ENSP00000313419	0.899
9606.ENSP00000482457	9606.ENSP00000339186	0.894
9606.ENSP00000482457	9606.ENSP00000308782	0.88
9606.ENSP00000482457	9606.ENSP00000262629	0.863
9606.ENSP00000482457	9606.ENSP00000298229	0.856
9606.ENSP00000482457	9606.ENSP00000302569	0.853
9606.ENSP00000482457	9606.ENSP00000376345	0.852
9606.ENSP00000482457	9606.ENSP00000264972	0.851
9606.ENSP00000482457	9606.ENSP00000264033	0.843
9606.ENSP00000482457	9606.ENSP00000376544	0.825
9606.ENSP00000482457	9606.ENSP00000298527	0.822
9606.ENSP00000482457	9606.ENSP00000462468	0.82
9606.ENSP00000482457	9606.ENSP00000405338	0.82
9606.ENSP00000482457	9606.ENSP00000284061	0.808
9606.ENSP00000482457	9606.ENSP00000419260	0.808
9606.ENSP00000482457	9606.ENSP00000420306	0.806
9606.ENSP00000482457	9606.ENSP00000385780	0.804
9606.ENSP00000482457	9606.ENSP00000365012	0.801
9606.ENSP00000482457	9606.ENSP00000221972	0.784
9606.ENSP00000482457	9606.ENSP00000362205	0.782
9606.ENSP00000482457	9606.ENSP00000264657	0.781
9606.ENSP00000482457	9606.ENSP00000477713	0.779
9606.ENSP00000482457	9606.ENSP00000381492	0.776
9606.ENSP00000482457	9606.ENSP00000260402	0.773
9606.ENSP00000482457	9606.ENSP00000451828	0.771
9606.ENSP00000482457	9606.ENSP00000411152	0.755
9606.ENSP00000482457	9606.ENSP00000443631	0.75
9606.ENSP00000482457	9606.ENSP00000338185	0.734
9606.ENSP00000482457	9606.ENSP00000377703	0.73
9606.ENSP00000482457	9606.ENSP00000466363	0.729
9606.ENSP00000482457	9606.ENSP00000260386	0.728
9606.ENSP00000482457	9606.ENSP00000271450	0.728
9606.ENSP00000482457	9606.ENSP00000367762	0.723
9606.ENSP00000482457	9606.ENSP00000296585	0.722
9606.ENSP00000482457	9606.ENSP00000365757	0.722
9606.ENSP00000482457	9606.ENSP00000412178	0.718
9606.ENSP00000482457	9606.ENSP00000482548	0.717
9606.ENSP00000482457	9606.ENSP00000417273	0.715
9606.ENSP00000482457	9606.ENSP00000263370	0.713
9606.ENSP00000482457	9606.ENSP00000360431	0.711
9606.ENSP00000482457	9606.ENSP00000265382	0.711
9606.ENSP00000482457	9606.ENSP00000347032	0.708
9606.ENSP00000482457	9606.ENSP00000385519	0.707
9606.ENSP00000482457	9606.ENSP00000430344	0.706
9606.ENSP00000482457	9606.ENSP00000266505	0.706
9606.ENSP00000482457	9606.ENSP00000357883	0.705
9606.ENSP00000482457	9606.ENSP00000337572	0.705
9606.ENSP00000482457	9606.ENSP00000371594	0.704
9606.ENSP00000482457	9606.ENSP00000373399	0.701
9606.ENSP00000482457	9606.ENSP00000286301	0.7
9606.ENSP00000482457	9606.ENSP00000356155	0.7
